"ref_id","ref_code","first_author","ref_year","title","ref_type","citation_bibtex"
164,"friendsofthenairobiarboretumTreeSpeciesNairobi2014","Friends of the Nairobi Arboretum",2014,"Tree species in the Nairobi Arboretum","Botanic garden or arboretum","@techreport{friendsofthenairobiarboretumTreeSpeciesNairobi2014, title = {Tree species in the {{Nairobi Arboretum}}}, author = {{Friends of the Nairobi Arboretum}}, year = {2014}, address = {{Nairobi}}, institution = {{Nature Kenya}} } "
165,"tenoreCatalogoPianteRegal1807","Tenore",1807,"Catalogo delle piante del regal Giardino Botanico di Napoli","Botanic garden or arboretum","@book{tenoreCatalogoPianteRegal1807, title = {Catalogo delle piante del regal {{Giardino Botanico}} di {{Napoli}}}, author = {Tenore, Michele}, year = {1807}, publisher = {Nella Stamperia Reale} }"
166,"hosackHortusElginensisCatalogue1811","Hosack",1811,"Hortus Elginensis","Botanic garden or arboretum","@book{hosackHortusElginensisCatalogue1811, title = {Hortus {{Elginensis}}, or, a {{Catalogue}} of {{Plants}}, {{Indigenous}} and {{Exotic}}, {{Cultivated}} in the {{Elgin Botanic Garden}}, in the {{Vicinity}} of the {{City}} of {{New York}}}, author = {Hosack, David}, year = {1811}, publisher = {T\&J Swords}, address = {New York} }"
178,"universityoftennesseeUTArboretumTree2023","University of Tennessee",2023,"UT Arboretum Tree List","Botanic garden or arboretum","@misc{universityoftennesseeUTArboretumTree2023, title = {{{UT Arboretum Tree List}}}, author = {{University of Tennessee}}, year = {2023}, url = {https://utarboretum.tennessee.edu/tree-list/} }"
180,"regionalplantresourcecentreListTreeSpecies2021","Regional Plant Resource Centre ",2021,"List of tree species introduced in Arboretum of the Regional Plant Resource Centre","Botanic garden or arboretum","@misc{regionalplantresourcecentreListTreeSpecies2021, title = {List of tree species introduced in {{Arboretum}} of the {{Regional Plant Resource Centre}}}, author = {{Regional Plant Resource Centre} and {Department of Forest and Environment, Government of Odisha}}, year = {2021}, url = {https://rprcbbsr.in/View/arboretum.aspx} }"
183,"buckleyTreesShrubsDominion1980","Buckley",1980,"Trees and shrubs of the Dominion Arboretum","Botanic garden or arboretum","@book{buckleyTreesShrubsDominion1980, title = {Trees and shrubs of the {{Dominion Arboretum}}}, author = {Buckley, A. R.}, year = {1980}, publisher = {Agriculture Canada}, address = {Ottawa}, doi = {10.5962/bhl.title.59023}, url = {https://www.biodiversitylibrary.org/bibliography/59023}, urldate = {2023-04-28}, isbn = {978-0-660-10498-0}, langid = {english} }"
186,"noccaNomenclaturaStirpiumHorti1807","Nocca",1807,"Nomenclatura stirpium Horti Botanici Ticinensis","Botanic garden or arboretum","@book{noccaNomenclaturaStirpiumHorti1807, title = {Nomenclatura stirpium {{Horti Botanici Ticinensis}}}, author = {Nocca, Domenico}, year = {1807}, publisher = {Petri Galeath}, address = {Pavia} }"
193,"lestariniAlphabeticalListPlant2012","Lestarini",2012,"An Alphabetical List of Plant Species Cultivated in Purwodadi Botanic Garden","Botanic garden or arboretum","@book{lestariniAlphabeticalListPlant2012, title = {An {{Alphabetical List}} of {{Plant Species Cultivated}} in {{Purwodadi Botanic Garden}}, 2012}, author = {Lestarini, Wiwik and {Matrani} and {Sulasmi} and {Trimanto} and {Fauziah} and Putri, A.}, editor = {Narko, Dwi and Suprapto, Adi and Lestarini, Wiwik}, year = {2012}, publisher = {Purwodadi Botanic Garden} }"
196,"abdelkaderInventaireFloreJardin2023","Abdelkader",2023,"Inventaire de la flore du Jardin d’Essais Botaniques de Rabat","Botanic garden or arboretum","@article{abdelkaderInventaireFloreJardin2023, title = {{Inventaire de la flore du Jardin d'Essais Botaniques de Rabat}}, author = {Abdelkader, Taleb and Khalid, Arsalan and Noureddine, Benaouda Tlem{\c c}ani}, year = {2023}, journal = {African \& Mediterranean Agricultural Journal - Al Awamia}, volume = {139}, pages = {151--173}, langid = {french} } "
199,"blandfordmanorArboretum2023","Blandford Manor",2023,"Arboretum","Botanic garden or arboretum","@misc{blandfordmanorArboretum2023, title = {Arboretum}, author = {{Blandford Manor}}, year = {2023}, howpublished = {https://blandfordmanor.com/?page\_id=323} } "
200,"lagascaElenchusPlantarumQuae1815","Lagasca",1815,"Elenchus Plantarum Quae in Horto Regio Botanico Matritensi","Botanic garden or arboretum","@book{lagascaElenchusPlantarumQuae1815, title = {Elenchus {{Plantarum Quae}} in {{Horto Regio Botanico Matritensi}}}, author = {Lagasca, Mariano}, year = {1815}, publisher = {Matriti ex Typographia Regia}, address = {Madrid} }"
205,"botanicalgardenofsouthfederaluniversityIndexSeminum2023","Botanical Garden of South Federal University",2023,"Index Seminum","Botanic garden or arboretum","@techreport{botanicalgardenofsouthfederaluniversityIndexSeminum2023, title = {Index {{Seminum}}}, author = {{Botanical Garden of South Federal University}}, year = {2023}, address = {{Rostov-on-Don}}, institution = {{South Federal University}} } "
209,"ranfftlCatalogusHortiBotanici1783","Ranfftl",1783,"Catalogus Horti Botanici in Universitate Salisburgensi","Botanic garden or arboretum","@book{ranfftlCatalogusHortiBotanici1783, title = {Catalogus {{Horti Botanici}} in {{Universitate Salisburgensi}}}, author = {Ranfftl, Francisco Antonio}, year = {1783} }"
211,"fundacionmiguellilloJardinBotanicoLillo2023","Fundación Miguel Lillo",2023,"Jardín Botánico Lillo Flora","Botanic garden or arboretum","@misc{fundacionmiguellilloJardinBotanicoLillo2023, title = {Jard\'in {{Bot\'anico Lillo Flora}}}, author = {{Fundaci\'on Miguel Lillo}}, year = {2023}, urldate = {2023-08-18}, howpublished = {https://www.lillo.org.ar/jardin-botanico/especies} } "
234,"fischerIndexSeminumQuae1835","Fischer",1835,"Index seminum, quae hortus botanicus imperialis Petropolitanus pro mutua commutatione offert, accedunt animadversiones botanicae nonnullae","Botanic garden or arboretum","@book{fischerIndexSeminumQuae1835, title = {Index seminum, quae hortus botanicus imperialis {{Petropolitanus}} pro mutua commutatione offert, accedunt animadversiones botanicae nonnullae}, author = {Fischer, F. E. L. and Meyer, C. A. and Trautvetter, E. R. and {Av{\'e}-Lallemant}, J. L. E.}, year = {1835/1870}, publisher = {Petropoli}, address = {St. Petersburg} }"
235,"tkachenkoIndexSporarumSeminum2019","Tkachenko",2019,"Hortus Botanicus","Botanic garden or arboretum","@article{tkachenkoIndexSporarumSeminum2019, title = {Index sporarum et seminum quae {{Hortus}} botanicus {{Petri Mangi Instituti Botanici}} nom. {{V}}. {{L}}. {{Komarovii Academiae Scientiarum Rossicae}} pro mutua commutatione offert {{N}} 156}, author = {Tkachenko, Kirill}, year = {2019}, month = jan, journal = {Hortus Botanicus}, volume = {14}, number = {14}, pages = {470--576}, issn = {1994-3849}, doi = {10.15393/j4.art.2019.6164}, url = {http://hb.karelia.ru/journal/article.php?id=6164}, urldate = {2023-09-21}, langid = {english} }"
242,"koninklijkeschenkingGeografischArboretumTervuren2020","Koninklijke Schenking",2020,"Geografisch arboretum Tervuren","Botanic garden or arboretum","@misc{koninklijkeschenkingGeografischArboretumTervuren2020, title = {Geografisch arboretum {{Tervuren}}}, author = {{Koninklijke Schenking}}, year = {2020}, url = {https://arboretum-tervuren.be/het-bosarboretum/indeling-van-het-arboretum/} }"
248,"biroliCatalogusPlantarumRegii1815","Biroli",1815,"Catalogus Plantarum Regii Horti Botanici Taurinensis","Botanic garden or arboretum","@book{biroliCatalogusPlantarumRegii1815, title = {Catalogus {{Plantarum Regii Horti Botanici Taurinensis}}}, author = {Biroli, Joannes}, year = {1815}, publisher = {Ex Regia Typographia}, address = {Turin} }"
251,"thunbergHortiUpsaliensisPlantaeCultae1826","Thunberg",1826,"Horti Upsaliensis Plantae Cultae ab Initio Saeculi","Botanic garden or arboretum","@book{thunbergHortiUpsaliensisPlantaeCultae1826, title = {Horti {{Upsaliensis Plantae-Cultae}} ab {{Initio Saeculi}}}, author = {Thunberg, C. P.}, year = {1826}, publisher = {Palmblad \& C.}, address = {Uppsala} }"
285,"jacquesCatalogueAlphabetiquePlantes1825","Jacques",1825,"Catalogue Alphabetique des Plantes, Arbres, et Arbustes dan les Jardins de S.A.R. Mgr. le Duc d'Orleans","Botanic garden or arboretum","@book{jacquesCatalogueAlphabetiquePlantes1825, title = {Catalogue {{Alphabetique}} des {{Plantes}}, {{Arbres}}, et {{Arbustes}} dan les {{Jardins}} de {{S}}.{{A}}.{{R}}. {{Mgr}}. le {{Duc}} d'{{Orleans}}}, author = {Jacques, Pas}, year = {1825}, publisher = {de Gaultier-Laguionie}, address = {Paris} }"
288,"theuniversityofbritishcolumbiaUBCBotanicalGarden2022","UBC Botanical Garden",2022,"UBC Botanical Garden Garden Explorer","Botanic garden or arboretum","@misc{theuniversityofbritishcolumbiaUBCBotanicalGarden2022, title = {{{UBC Botanical Garden Garden Explorer}}}, author = {{The University of British Columbia}}, year = {2022}, url = {https://collections.botanicalgarden.ubc.ca/taxalist.aspx} }"
290,"bergerHortusMortolensisEnumeratio1912","Berger",1912,"Hortus Mortolensis: Enumeratio Plantarum In Horto Mortolensi Cultarum","Botanic garden or arboretum","@book{bergerHortusMortolensisEnumeratio1912, title = {Hortus {{Mortolensis}}: {{Enumeratio Plantarum In Horto Mortolensi Cultarum}}}, author = {Berger, Alwin}, year = {1912}, edition = {3}, publisher = {{West, Newman, and Co.}}, address = {London} }"
291,"boosSchonbrunnFloraSystematisch1816","Boos",1816,"Schönbrunn's Flora: Systematisch geordnetes Verzeichniss der im Kais. Königl. Holländisch-Botanischen Hofgarten zu Schön-Brunn cultivirten Gewächse","Botanic garden or arboretum","@book{boosSchonbrunnFloraSystematisch1816, title = {Sch{\""o}nbrunn's {{Flora}}: {{Systematisch}} geordnetes {{Verzeichniss}} der im {{Kais}}. {{K{\""o}nigl}}. {{Holl{\""a}ndisch-Botanischen Hofgarten}} zu {{Sch{\""o}n-Brunn}} cultivirten {{Gew{\""a}chse}}}, author = {Boos, Joseph}, year = {1816}, publisher = {Geistingerschen Buchhandlung}, address = {Wien und Triest} }"
293,"szubertSpisRoslinOgrodu1820","Szubert",1820,"Spis roślin ogrodu botanicznego Królewskiego Warszawskiego Uniwersytetu","Botanic garden or arboretum","@book{szubertSpisRoslinOgrodu1820, title = {Spis ro{\'s}lin ogrodu botanicznego {{Kr{\'o}lewskiego Warszawskiego Uniwersytetu}}}, author = {Szubert, Fryderyk Micha{\l}}, year = {1820}, publisher = {Drukarni Szkolney}, address = {Warsaw} }"
297,"willisonCataloguePlantsBotanic1814","Willison",1814,"A Catalogue of the Plants in the Botanic Garden at Whitby","Botanic garden or arboretum","@book{willisonCataloguePlantsBotanic1814, title = {A {{Catalogue}} of the {{Plants}} in the {{Botanic Garden}} at {{Whitby}}}, author = {Willison, Alexander}, year = {1814}, publisher = {R. Rodgers}, address = {Whitby} }"
298,"forbesHortusWoburnensisDescriptive1833","Forbes",1833,"Hortus Woburnensis: A Descriptive Catalogue of Upwards of Six-Thousand Ornamental Plants Cultivated at Woburn Abbey","Botanic garden or arboretum","@book{forbesHortusWoburnensisDescriptive1833, title = {Hortus {{Woburnensis}}: {{A Descriptive Catalogue}} of {{Upwards}} of {{Six-Thousand Ornamental Plants Cultivated}} at {{Woburn Abbey}}}, author = {Forbes, James}, year = {1833}, publisher = {James Ridgway}, address = {London} }"
299,"ogrodroslinleczniczychuniwersytetumedycznegowewroclawiuIndexPlantarumZbior2016","Ogród Roslin Leczniczych Uniwersytetu Medycznego we Wrocławiu",2016,"Index Plantarum - zbiór wszystkich taksonów ","Botanic garden or arboretum","@misc{ogrodroslinleczniczychuniwersytetumedycznegowewroclawiuIndexPlantarumZbior2016, title = {Index {{Plantarum}} - zbi\'or wszystkich takson\'ow}, author = {{Ogr\'od Roslin Leczniczych Uniwersytetu Medycznego we Wroc\l awiu}}, year = {2016}, howpublished = {http://obrl.umw.edu.pl/plantarum.html} } "
300,"rogowarboretumofwarsawuniversityoflifesciencesSzczegolowyWykazTaksonow2021","Rogów Arboretum of Warsaw University of Life Sciences",2021,"Szczegółowy wykaz taksonów drzew i krzewów uprawianych w Arboretum","Botanic garden or arboretum","@misc{rogowarboretumofwarsawuniversityoflifesciencesSzczegolowyWykazTaksonow2021, title = {Szczeg{\'o}{\l}owy wykaz takson{\'o}w drzew i krzew{\'o}w uprawianych w {{Arboretum}}}, author = {{Rog{\'o}w Arboretum of Warsaw University of Life Sciences}}, year = {2021}, month = nov, url = {https://arboretum.sggw.edu.pl/wykaz-a/} }"
301,"mayerVerzeichnissUndAuslandischen1786","Mayer",1786,"Verzeichniß der in- und ausländischen Gewächse an Blumen, Stauden, Sträuchern und Bäumen, welche sich dermalen im hiesigen Hochfürstlichen Hof- und Residenzgarten vorfinden, uns sowohl im freyen, als in Glas- und Treibhäusern gezogen, und verwahrt werden","Botanic garden or arboretum","@book{mayerVerzeichnissUndAuslandischen1786, title = {Verzeichni{\ss} der in- und ausl{\""a}ndischen {{Gew{\""a}chse}} an {{Blumen}}, {{Stauden}}, {{Str{\""a}uchern}} und {{B{\""a}umen}}, welche sich dermalen im hiesigen {{Hochf{\""u}rstlichen Hof-}} und {{Residenzgarten}} vorfinden, uns sowohl im freyen, als in {{Glas-}} und {{Treibh{\""a}usern}} gezogen, und verwahrt werden}, author = {Mayer, Johann Prokop}, year = {1786}, publisher = {Franz Sebastian Sartorius}, address = {Wirzburg} }"
311,"lystigardurakureyrarGardaflora2023","Lystigarður Akureyrar",2023,"Garðaflóra","Botanic garden or arboretum","@misc{lystigardurakureyrarGardaflora2023, title = {Gar{\dh}afl{\'o}ra}, author = {{Lystigar{\dh}ur Akureyrar}}, year = {2023}, url = {https://www.lystigardur.akureyri.is/is/plontur/gardaflora?lang=lat&letter=a#flora__filters}, urldate = {2023-08-18} }"
312,"philodassikibotanicgardenCatalogPlants2018","Philodassiki Botanic Garden",2018,"Catalog of plants","Botanic garden or arboretum","@misc{philodassikibotanicgardenCatalogPlants2018, title = {Catalog of plants}, author = {{Philodassiki Botanic Garden}}, year = {2018}, url = {http://www.philodassiki.org/index.php?option=com_content&view=article&id=550%3Akatalogos-fytwn&catid=79%3Aplant-index&Itemid=142&lang=el}, urldate = {2023-08-18} }"
313,"arboretumduvallondelaubonneInventaireCollectionsArboretum2016","Arboretum du vallon de l'Aubonne",2016,"Inventaire des collections de l'Arboretum du Vallon de l'Aubonne","Botanic garden or arboretum","@techreport{arboretumduvallondelaubonneInventaireCollectionsArboretum2016, title = {Inventaire des collections de l'{{Arboretum}} du {{Vallon}} de l'{{Aubonne}}}, author = {{Arboretum du vallon de l'Aubonne}}, year = {2016}, address = {Aubonne} }"
314,"masarykuniversityfacultyofsciencebotanicalgardenIndexPlantarum2023","Masaryk University Faculty of Science Botanical Garden",2023,"Index plantarum","Botanic garden or arboretum","@techreport{masarykuniversityfacultyofsciencebotanicalgardenIndexPlantarum2023, title = {Index {{Plantarum}}}, author = {{Masaryk University Faculty of Science Botanical Garden}}, year = {2023}, address = {Brno}, institution = {Masaryk University} }"
315,"jardinbotanicoregionaldecadereytaListaEspeciesPresentes2023","Jardín Botánico Regional de Cadereyta",2023,"Lista de especies presentes en el Jardín Botánico Regional de Cadereyta","Botanic garden or arboretum","@misc{jardinbotanicoregionaldecadereytaListaEspeciesPresentes2023, title = {Lista de especies presentes en el {{Jard{\'i}n Bot{\'a}nico Regional}} de {{Cadereyta}}}, author = {{Jard{\'i}n Bot{\'a}nico Regional de Cadereyta}}, year = {2023}, publisher = {CONABIO - Jardines Bot{\'a}nicos de M{\'e}xico}, url = {https://dgcii.conabio.gob.mx/jardines-botanicos/index.php?r=site/page&view=listaxjardin&IdJardinBotanico=3} }"
316,"coxarboretum&gardensCoxGardenDatabase2023","Cox Arboretum & Gardens",2023,"Cox Garden Database","Botanic garden or arboretum","@misc{coxarboretum&gardensCoxGardenDatabase2023, title = {Cox {{Garden Database}}}, author = {{Cox Arboretum \& Gardens}}, year = {2023} }"
317,"midongsanarboretumListPlantsMidongsan2022","Midongsan Arboretum",2022,"List of Plants in Midongsan Arboretum","Botanic garden or arboretum","@misc{midongsanarboretumListPlantsMidongsan2022, title = {List of {{Plants}} in {{Midongsan Arboretum}}}, author = {{Midongsan Arboretum}}, year = {2022}, url = {https://midongsan.chungbuk.go.kr/midongsan/selectBbsNttList.do?bbsNo=1&key=28} }"
318,"jardinbotanicoculiacanListaEspeciesPresentes2023","Jardín Botánico Culiacán",2023,"Lista de especies presentes en el Jardín Botánico Culiacán","Botanic garden or arboretum","@misc{jardinbotanicoculiacanListaEspeciesPresentes2023, title = {Lista de especies presentes en el {{Jard{\'i}n Bot{\'a}nico Culiac{\'a}n}}}, author = {{Jard{\'i}n Bot{\'a}nico Culiac{\'a}n}}, year = {2023}, publisher = {CONABIO - Jardines Bot{\'a}nicos de M{\'e}xico}, url = {https://dgcii.conabio.gob.mx/jardines-botanicos/index.php?r=site/page&view=listaxjardin&IdJardinBotanico=7} }"
